kode_wilayah,nama_wilayah,level,kode_parent
1224110021,HILIGAWOLO,desa,1224110
1225,NIAS BARAT,kabupaten,12
1225010,SIROMBU,kecamatan,1225
1225010001,BAWOSALOO,desa,1225010
1225010002,IMANA,desa,1225010
1225010003,TUWA TUWA,desa,1225010
1225010004,KAFO KAFO,desa,1225010
1225010005,BAWASAWA,desa,1225010
1225010006,PULAU BOGI,desa,1225010
1225010007,HALAMONA,desa,1225010
1225010008,HANOFA,desa,1225010
1225010009,LAHAWA,desa,1225010
1225010010,HINAKO,desa,1225010
1225010011,SINENEETO,desa,1225010
1225010012,BALOWONDRATE,desa,1225010
1225010013,SIROMBU,desa,1225010
1225010014,TOGIDEU,desa,1225010
1225010015,TUGALA,desa,1225010
1225010016,TUGALA GAWU,desa,1225010
1225010017,FADORO,desa,1225010
1225010018,ORAHILI,desa,1225010
1225010019,GUNUNGCAHAYA,desa,1225010
1225010020,SISOBANDRAO,desa,1225010
1225010021,TOGIMBOGI,desa,1225010
1225010022,TETEHOSI,desa,1225010
1225010023,OMBOLATA,desa,1225010
1225010024,LAHUSA,desa,1225010
1225010025,HILIMBERUANAA,desa,1225010
1225020,LAHOMI,kecamatan,1225
1225020001,SISOBAOHO,desa,1225020
1225020002,BAWOZAMAIWO,desa,1225020
1225020003,SITOLUBANUA,desa,1225020
1225020004,IRAONOGAILA,desa,1225020
1225020005,LOLOGUNDRE,desa,1225020
1225020006,LOLOWAU,desa,1225020
1225020007,SISOBAMBOWO,desa,1225020
1225020008,HALIADULO,desa,1225020
1225020009,ONOLIMBU,desa,1225020
1225020010,ONOWAEMBO,desa,1225020
1225020011,TIGASERANGKAI,desa,1225020
1225030,ULU MORO'O,kecamatan,1225
1225030001,HILIBADALU,desa,1225030
1225030002,HILISANGAWOLA,desa,1225030
1225030003,SALOO,desa,1225030
1225030004,BUKIT TINGGI,desa,1225030
1225030007,LAWELU,desa,1225030
1225040,LOLOFITU MOI,kecamatan,1225
1225040001,SISOBAWINO II,desa,1225040
1225040002,DURIA,desa,1225040
1225040003,HILIMBOWO MAU,desa,1225040
1225040004,AMBUKHA,desa,1225040
1225040005,HILIMBUASI,desa,1225040
1225040006,LOLOFITU,desa,1225040
1225040007,HILIUSO,desa,1225040
1225040008,WANGO,desa,1225040
1225050,MANDREHE UTARA,kecamatan,1225
1225050001,HILIMAYO,desa,1225050
1225050002,HIAMBANUA,desa,1225050
1225050003,BALODANO,desa,1225050
1225050004,TARAHOSO,desa,1225050
1225050005,ONONAMOLO II,desa,1225050
1225050006,HILIMBARUZO,desa,1225050
1225050007,ONONAMOLO I,desa,1225050
1225050008,SIHAREO,desa,1225050
1225050009,LOLOMBOLI,desa,1225050
1225050010,LAHAGU,desa,1225050
1225050011,TARAHA,desa,1225050
1225050012,HILIMBOWO,desa,1225050
1225060,MANDREHE,kecamatan,1225
1225060001,SISOBAMBOWO,desa,1225060
1225060002,FADORO BAHILI,desa,1225060
1225060003,TUHOOWO,desa,1225060
1225060004,IRAONOGAMBO,desa,1225060
1225060005,SIMAEASI,desa,1225060
1225060006,HILIWALOO I,desa,1225060
1225060007,SIANAA,desa,1225060
1225060008,FADORO,desa,1225060
1225060009,LASARA BAENE,desa,1225060
1225060010,TUMORI,desa,1225060
1225060011,TETEHOSI,desa,1225060
1225060012,ZUZUNDRAO,desa,1225060
1225060013,SISARAHILI I,desa,1225060
1225060014,HAYO,desa,1225060
1225060015,DOLI-DOLI,desa,1225060
1225060016,LAKHENE,desa,1225060
1225060017,LOLOZIRUGI,desa,1225060
1225060018,TUHEMBERUA,desa,1225060
1225060019,LOLOGOLU,desa,1225060
1225060020,TUWUNA,desa,1225060
1225070,MANDREHE BARAT,kecamatan,1225
1225070001,ONOLIMBU RAYA,desa,1225070
1225070002,ONONAMOLO III,desa,1225070
1225070003,SISOBAOHO,desa,1225070
1225070004,IRAONOGEBA,desa,1225070
1225070005,LOLOHIA,desa,1225070
1225070006,ONOLIMBU YOU,desa,1225070
1225070007,FADOROSIFULUBANUA,desa,1225070
1225070008,HILLIDAURA,desa,1225070
1225070009,SISARAHILI II,desa,1225070
1225070010,LASARA BAGAWU,desa,1225070
1225070011,SISOBANDRAO,desa,1225070
1225070012,MAZINGO,desa,1225070
1225070013,LASARAFAGA,desa,1225070
1225070014,ORAHILI BADALU,desa,1225070
1225080,MORO'O,kecamatan,1225
1225080001,ONOZALUKHU YOU,desa,1225080
1225080002,SIDUAHILI,desa,1225080
1225080003,HILISOROMI,desa,1225080
1225080004,GUNUNGBARU,desa,1225080
1225080005,HILIWALOO II,desa,1225080
1225080006,HALIFADOLO,desa,1225080
1225080007,SITOLUEWALI,desa,1225080
1225080008,HILIWAELE,desa,1225080
1225080009,LASARA BAHILI,desa,1225080
1225080010,SITOLUBANUA FADORO,desa,1225080
1271,SIBOLGA,kota,12
1271010,SIBOLGA UTARA,kecamatan,1271
1271010001,SIBOLGA ILIR,desa,1271010
1271010002,ANGIN NAULI,desa,1271010
1271010003,HUTA TONGA-TONGA,desa,1271010
1271010004,HUTA BARANGAN,desa,1271010
1271010005,SIMARE-MARE,desa,1271010
1271020,SIBOLGA KOTA,kecamatan,1271
1271020001,KOTA BARINGIN,desa,1271020
1271020002,PASAR BARU,desa,1271020
1271020003,PASAR BELAKANG,desa,1271020
1271020004,PANCURAN GEROBAK,desa,1271020
1271030,SIBOLGA SELATAN,kecamatan,1271
1271030003,AEK HABIL,desa,1271030
1271030006,AEK MANIS,desa,1271030
1271030007,AEK PAROMBUNAN,desa,1271030
1271030008,AEK MUARA PINANG,desa,1271030
1271031,SIBOLGA SAMBAS,kecamatan,1271
1271031001,PANCURAN PINANG,desa,1271031
1271031002,PANCURAN KERAMBIL,desa,1271031
1271031003,PANCURAN DEWA,desa,1271031
1271031004,PANCURAN BAMBU,desa,1271031
1272,TANJUNGBALAI,kota,12
1272010,DATUK BANDAR,kecamatan,1272
1272010001,SIJAMBI,desa,1272010
1272010002,PAHANG,desa,1272010
1272010003,GADING,desa,1272010
1272010009,SIRANTAU,desa,1272010
1272010010,PANTAI JOHOR,desa,1272010
1272011,DATUK BANDAR TIMUR,kecamatan,1272
1272011001,BUNGA TANJUNG,desa,1272011
1272011002,SELAT LANCANG,desa,1272011
1272011003,SELAT TANJUNG MEDAN,desa,1272011
1272011004,SEMULA JADI,desa,1272011
1272011005,PULAU SIMARDAN,desa,1272011
1272020,TANJUNGBALAI SELATAN,kecamatan,1272
1272020001,TANJUNGBALAI KOTA II,desa,1272020
1272020002,TANJUNGBALAI KOTA I,desa,1272020
1272020003,KARYA,desa,1272020
1272020004,PERWIRA,desa,1272020
1272020005,INDRA SAKTI,desa,1272020
1272020006,PANTAI BURUNG,desa,1272020
1272030,TANJUNGBALAI UTARA,kecamatan,1272
1272030001,TANJUNGBALAI KOTA III,desa,1272030
1272030002,MATAHALASAN,desa,1272030
1272030003,KUALA SILO BESTARI,desa,1272030
1272030004,TANJUNGBALAI KOTA IV,desa,1272030
1272030005,SEJAHTERA,desa,1272030
1272040,SEI TUALANG RASO,kecamatan,1272
1272040001,PASAR BARU,desa,1272040
1272040002,KERAMAT KUBAH,desa,1272040
1272040003,SUMBER SARI,desa,1272040
1272040004,MUARA SENTOSA,desa,1272040
